"","x"
"1",0.303576393007807
"2",0.657485568044545
"3",1.0482417133971
"4",0.614973120909717
"5",0.6881494026188
"6",1.64948547654414
"7",1.94989351085268
"8",-0.480600331044268
"9",-7.15975101050343
"10",-4.21214501128206
"11",1.12879412101458
"12",0.534511298120236
"13",1.88009655720488
"14",-3.5256081426002
"15",-3.76422863112679
"16",-1.00408577018162
"17",0.919453237287637
"18",0.110773156141786
"19",-0.278831591270219
"20",0.356892758505884
"21",0.326512254225418
"22",-0.0594667435782795
"23",1.52375623567314
"24",1.89779291632028
"25",-0.110556676375237
"26",-0.945007564124178
"27",2.1056436699812
"28",0.0809968708607336
"29",-0.593694809463098
"30",-0.0556844135568463
"31",1.87114541579521
"32",-0.063299104352479
"33",-1.52406868044801
"34",-0.152149722540768
"35",1.5911894839642
"36",-0.349126241068492
"37",0.437818111418296
"38",0.924439920124528
"39",2.50184416070187
"40",-0.629350711475013
"41",1.1356114312554
"42",0.575632886234606
"43",0.824141319664635
"44",1.90514689254409
"45",-0.399622270223948
"46",2.54419697074354
"47",-0.236891736693211
"48",0.487185470675338
"49",1.89800581744572
"50",1.09691741250673
"51",0.0954272012324097
"52",0.855772038464279
"53",1.54099735782141
"54",-0.386327064794245
"55",-0.571978845889056
"56",-0.287049594662537
"57",-1.30474879042538
"58",2.51915675838295
"59",-0.754495385320781
"60",2.24944907534507
"61",-5.62369065128093
"62",-0.0972762812138571
"63",1.31086378970283
"64",-4.54435724237647
"65",1.81026538509989
"66",-0.685612622913078
"67",0.2117820629352
"68",0.230976866066564
"69",-1.4547815967832
"70",-1.5513928827464
"71",-11.4313889017896
"72",1.12655131356259
"73",0.37183521155018
"74",0.698859049639026
"75",-11.306614418528
"76",0.610828479558647
"77",1.95884520055101
"78",-1.3534156006811
"79",0.452724688377247
"80",0.467375039488159
"81",2.38616142088437
"82",2.76158249037526
"83",0.912002732629365
"84",-1.2764063216725
"85",2.15806157980064
"86",-10.2805953003966
"87",1.77494154661944
"88",-0.77863818335693
"89",-0.311528647592379
"90",2.30989666552867
"91",2.74139889502036
"92",2.74495911707135
"93",-11.5789645417493
"94",-0.74277140386762
"95",-1.46906398986054
"96",1.07176310492024
"97",1.86879806365226
"98",1.90965704923262
"99",0.423652999673913
"100",0.725939973435345
"101",0.663100573008331
"102",-3.27339290614744
"103",1.02632630155628
"104",-0.408354144413488
"105",-2.57868041826092
"106",0.726433209560631
"107",1.29393458403415
"108",2.5240608114339
"109",-2.17631557832925
"110",0.76246683627471
"111",0.864198969906227
"112",1.89299595848011
"113",0.612798295332789
"114",0.527165357119629
"115",1.59767570263222
"116",2.05040515843703
"117",0.218927878079745
"118",-0.543451764654737
"119",-10.6677698570344
"120",2.77441759939363
"121",0.432892164460982
"122",1.67108971062034
"123",2.92462107982719
"124",2.19186407987103
"125",0.900268523876085
"126",2.43999637828001
"127",-11.8131761576274
"128",0.998910945270297
"129",0.0584766438141933
"130",2.02848764294619
"131",0.502030023424902
"132",1.02614884557988
"133",0.937626406857407
"134",0.746902528500869
"135",0.232006273879985
"136",-9.81523844700551
"137",0.635191547043249
"138",0.777523624875921
"139",0.960624984901277
"140",0.241789919133684
"141",2.10968235150333
"142",1.78492098950493
"143",-0.0013132827503541
"144",-0.325146916721379
"145",1.3940888525859
"146",2.3833702994885
"147",0.0268787673329784
"148",-0.418610658078729
"149",2.44712385747957
"150",0.437197397639776
"151",-3.38475410053531
"152",-1.94331416121489
"153",0.400283081064914
"154",-0.50359419362968
"155",-0.119656197106384
"156",-0.284065615707714
"157",1.40825643854136
"158",-0.114299311683344
"159",-2.55085817334866
"160",1.96339732420274
"161",2.45022654028614
"162",2.72243500234906
"163",1.21935280588522
"164",-0.619271003049947
"165",1.04777491134049
"166",1.0343411102264
"167",2.45893852683412
"168",1.32771306069853
"169",1.04819596622681
"170",2.66451429609667
"171",-10.6741111971941
"172",0.576513349246723
"173",-9.90298711422363
"174",0.395556778797697
"175",0.479210548070321
"176",0.879428366716175
"177",-0.291767442565458
"178",0.601456107925423
"179",0.186755345905196
